Unicode	字	地區	粵拼	備註
U+8688	蚈	G,J,KP,K,T	？	無
U+8689	蚉	G,J,KP,T	？	無
U+868A	蚊	G,H,J,KP,K,T	man1,man4	無
U+868B	蚋	G,H,J,KP,K,T	jeoi6	無
U+868C	蚌	G,H,J,KP,K,T	pong5	無
U+868D	蚍	G,H,J,KP,K,T	pei4	無
U+868E	蚎	G,H,KP,K,T	jim4	無
U+868F	蚏	G,KP,T	？	無
U+8690	蚐	G,H,KP,K,T	？	無
U+8691	蚑	G,H,J,KP,K,T	kei4	無
U+8692	蚒	G,H,T	jim4	無
U+8693	蚓	G,H,J,KP,K,T,V	jan5	無
U+8694	蚔	G,H,K,T	？	無
U+8695	蚕	G,H,J,KP,K,T,V	caam4,tim5	無
U+8696	蚖	G,H,J,KP,K,T	jyun4	無
U+8697	蚗	G,H,KP,K,T	？	無
U+8698	蚘	G,H,J,KP,K,T	wui4	無
U+8699	蚙	G,H,K,T	？	無
U+869A	蚚	G,H,J,KP,K,T	？	無
U+869B	蚛	G,KP,K,T	？	無
U+869C	蚜	G,H,J,K,T,V	ngaa4	無
U+869D	蚝	G,H,J,KP,K,T	ci3,hou4	無
U+869E	蚞	G,H,KP,K,T	？	無
U+869F	蚟	G,KP,T	？	無
U+86A0	蚠	G,H,KP,K,T	fan4	無
U+86A1	蚡	G,H,J,KP,K,T	fan4	無
U+86A2	蚢	G,H,KP,K,T	hong4	無
U+86A3	蚣	G,H,J,KP,K,T	gung1	無
U+86A4	蚤	G,H,J,KP,K,T,V	zou2	無
U+86A5	蚥	G,H,KP,K,T	？	無
U+86A6	蚦	G,J,KP,K,T	？	無
U+86A7	蚧	G,H,J,KP,K,T,V	gaai3	無
U+86A8	蚨	G,H,J,KP,K,T,V	fu4	無
U+86A9	蚩	G,H,J,KP,K,T,V	ci1	無
U+86AA	蚪	G,H,J,KP,K,T	dau2	無
U+86AB	蚫	G,J,V	？	無
U+86AC	蚬	G	hin2	無
U+86AD	蚭	G,H,J,KP,T	lei4,nei4	無
U+86AE	蚮	G,T	？	無
U+86AF	蚯	G,H,J,KP,K,T	jau1	無
U+86B0	蚰	G,H,J,KP,K,T	jau4	無
U+86B1	蚱	G,H,J,KP,K,T	zaa3,zaak3	無
U+86B2	蚲	G,H,KP,T	ping4	無
U+86B3	蚳	G,H,J,KP,K,T	ci4	無
U+86B4	蚴	G,H,J,KP,K,T	jau2,jau3	無
U+86B5	蚵	G,H,J,KP,K,T,V	ho4	無
U+86B6	蚶	G,H,J,KP,K,T	ham1	無
U+86B7	蚷	G,H,J,KP,K,T	geoi6	無
U+86B8	蚸	G,H,J,KP,K,T	？	無
U+86B9	蚹	G,H,J,KP,K,T	fu6	無
U+86BA	蚺	G,H,K,T	jim4,naam4	無
U+86BB	蚻	G,H,KP,K,T	zaat3	無
U+86BC	蚼	G,H,KP,K,T	？	無
U+86BD	蚽	G,H,T,V	？	無
U+86BE	蚾	G,H,KP,K,T	？	無
U+86BF	蚿	G,H,J,KP,K,T	jin4	無
U+86C0	蛀	G,H,J,KP,K,T,V	zyu3	無
U+86C1	蛁	G,H,J,KP,K,T,V	diu1	無
U+86C2	蛂	G,H,KP,K,T	？	無
U+86C3	蛃	G,H,J,KP,K,T	？	無
U+86C4	蛄	G,H,J,KP,K,T,V	gu1	無
U+86C5	蛅	G,H,J,KP,K,T	jim4,zim1	無
U+86C6	蛆	G,H,J,KP,K,T	ceoi1,zeoi1	無
U+86C7	蛇	G,H,J,KP,K,T,V	ji4,se4	無
U+86C8	蛈	G,H,KP,K,T	？	無
U+86C9	蛉	G,H,J,KP,K,T	ling4	無
U+86CA	蛊	G,T	gu2	無
U+86CB	蛋	G,H,J,KP,K,T	daan2,daan6	無
U+86CC	蛌	G,H,K,T,V	gu2	無
U+86CD	蛍	G,J,KP	？	無
U+86CE	蛎	G,J	lai6	無
U+86CF	蛏	G,T	cing1	無
U+86D0	蛐	G,H,KP,K,T	kuk1	無
U+86D1	蛑	G,H,J,KP,K,T	mai4,mau4	無
U+86D2	蛒	G,J,KP,K,T,V	？	無
U+86D3	蛓	G,H,KP,K,T	ci3,zi1	無
U+86D4	蛔	G,H,J,KP,K,T	wui4	無
U+86D5	蛕	G,J,KP,K,T	wui5	無
U+86D6	蛖	G,H,KP,T	？	無
U+86D7	蛗	G,H,J,K,T	fau6	無
U+86D8	蛘	G,H,KP,K,T	joeng4,joeng5	無
U+86D9	蛙	G,H,J,KP,K,T,V	waa1	無
U+86DA	蛚	G,H,J,KP,K,T	lit6	無
U+86DB	蛛	G,H,J,KP,K,T,V	zyu1	無
U+86DC	蛜	G,H,J,KP,K,T	ji1	無
U+86DD	蛝	G,H,KP,T	？	無
U+86DE	蛞	G,H,J,KP,K,T	fut3,kut3	無
U+86DF	蛟	G,H,J,KP,K,T,V	gaau1	無
U+86E0	蛠	G,J,T	？	無
U+86E1	蛡	G,KP,K,T	？	無
U+86E2	蛢	G,H,KP,K,T	？	無
U+86E3	蛣	G,H,J,KP,K,T	gat1,kit3	無
U+86E4	蛤	G,H,J,KP,K,T	gaap3,gap3,haa4	無
U+86E5	蛥	G,J,KP,T	？	無
U+86E6	蛦	G,H,J,K,T,V	？	無
U+86E7	蛧	G,J,KP,T	？	無
U+86E8	蛨	G,H,K,T	？	無
U+86E9	蛩	G,H,J,KP,K,T	kung4	無
U+86EA	蛪	G,H,KP,K,T	？	無
U+86EB	蛫	G,H,KP,T,V	？	無
U+86EC	蛬	G,H,J,KP,K,T	gung2	無
U+86ED	蛭	G,H,J,KP,K,T,V	zat6	無
U+86EE	蛮	G,J,KP,K,T,V	maan4	無
U+86EF	蛯	G,H,J	lou5	無
U+86F0	蛰	G	zat6	無
U+86F1	蛱	G	gaap3	無
U+86F2	蛲	G	jiu4	無
U+86F3	蛳	G	si1	無
U+86F4	蛴	G	cai4	無
U+86F5	蛵	G,H,KP,K,T	？	無
U+86F6	蛶	G,H,KP,K,T	？	無
U+86F7	蛷	G,H,KP,K,T	kau4	無
U+86F8	蛸	G,H,J,KP,K,T	saau1,siu1	無
U+86F9	蛹	G,H,J,KP,K,T,V	jung2	無
U+86FA	蛺	G,H,J,KP,K,T	gaap3	無
U+86FB	蛻	G,H,J,KP,K,T	seoi3,teoi3	無
U+86FC	蛼	G,J,KP,K,T	？	無
U+86FD	蛽	G,J,T	？	無
U+86FE	蛾	G,H,J,KP,K,T,V	ngai5,ngo4	無
U+86FF	蛿	G,T	？	無
U+8700	蜀	G,H,J,KP,K,T,V	suk6	無
U+8701	蜁	G,H,KP,K,T	？	無
U+8702	蜂	G,H,J,KP,K,T,V	fung1	無
U+8703	蜃	G,H,J,KP,K,T	san4,san5,san6	無
U+8704	蜄	G,H,J,K,T,V	zan3	無
U+8705	蜅	G,H,J,KP,K,T,V	fu2	無
U+8706	蜆	G,H,J,KP,K,T,V	hin2	無
U+8707	蜇	G,H,J,KP,K,T,V	zit3	無
U+8708	蜈	G,H,J,KP,K,T	ng4	無
U+8709	蜉	G,H,J,KP,K,T	fau4	無
U+870A	蜊	G,H,J,KP,K,T	lei4	無
U+870B	蜋	G,H,J,KP,K,T	loeng4,long4	無
U+870C	蜌	G,H,KP,K,T	bai6	無
U+870D	蜍	G,H,J,KP,K,T,V	ceoi4,cyu1,cyu4,syu4	無
U+870E	蜎	G,H,J,KP,K,T	jyun1	無
U+870F	蜏	G,J,KP,K,T	？	無
U+8710	蜐	G,J,KP,T	？	無
U+8711	蜑	G,H,J,KP,K,T	daan6	無
U+8712	蜒	G,H,J,KP,K,T	jin4	無
U+8713	蜓	G,H,J,KP,K,T	ting4	無
U+8714	蜔	G,J,T	din6	無
U+8715	蜕	G,T	seoi3,teoi3	無
U+8716	蜖	G,T	？	無
U+8717	蜗	G	waa1,wo1	無
U+8718	蜘	G,H,J,KP,K,T	zi1	無
U+8719	蜙	G,H,J,KP,K,T	？	無
U+871A	蜚	G,H,J,KP,K,T,V	fei1,fei2	無
U+871B	蜛	G,H,KP,K,T	？	無
U+871C	蜜	G,H,J,KP,K,T,V	mat6	無
U+871D	蜝	G,KP,K,T	kei4	無
U+871E	蜞	G,H,J,KP,K,T	kei4	無
U+871F	蜟	G,J,KP,K,T	？	無
U+8720	蜠	G,H,KP,K,T	？	無
U+8721	蜡	G,H,J,KP,K,T	caa3,caai3,zaa3	無
U+8722	蜢	G,H,KP,K,T	maang5	無
U+8723	蜣	G,H,J,KP,K,T	goeng1	無
U+8724	蜤	G,H,KP,K,T	si1	無
U+8725	蜥	G,H,J,KP,K,T	sik1	無
U+8726	蜦	G,H,KP,K,T,V	？	無
U+8727	蜧	G,H,KP,K,T	？	無
U+8728	蜨	G,H,J,KP,K,T	dip6	無
U+8729	蜩	G,H,J,KP,K,T	tiu4	無
U+872A	蜪	G,H,KP,K,T	？	無
U+872B	蜫	G,KP,T	gwan1	無
U+872C	蜬	G,H,KP,K,T	？	無
U+872D	蜭	G,H,KP,K,T	ham5	無
U+872E	蜮	G,H,J,KP,K,T	wik6	無
U+872F	蜯	G,J,KP,T	？	無
U+8730	蜰	G,H,KP,K,T	fei4	無
U+8731	蜱	G,H,J,KP,K,T,V	pei4	無
U+8732	蜲	G,H,J,KP,K,T	？	無
U+8733	蜳	G,H,KP,K,T	deon1	無
U+8734	蜴	G,H,J,KP,K,T	jik6	無
U+8735	蜵	G,H,K,T	？	無
U+8736	蜶	G,T	zeot1	無
U+8737	蜷	G,H,J,KP,K,T	kyun4	無
U+8738	蜸	G,H,KP,K,T	？	無
U+8739	蜹	G,J,KP,K,T	jeoi3	無
U+873A	蜺	G,H,J,KP,K,T	ngai4	無
U+873B	蜻	G,H,J,KP,K,T	cing1	無
U+873C	蜼	G,H,J,KP,K,T	wai2,wai6	無
U+873D	蜽	G,J,KP,K,T	？	無
U+873E	蜾	G,H,J,KP,K,T	gwo2	無
U+873F	蜿	G,H,J,KP,K,T	jyun1	無
U+8740	蝀	G,H,J,KP,K,T	dung1,dung3	無
U+8741	蝁	G,H,KP,T	？	無
U+8742	蝂	G,H,KP,K,T	baan2	無
U+8743	蝃	G,H,J,KP,K,T	dai3	無
U+8744	蝄	G,KP,K,T	？	無
U+8745	蝅	G,J,K,T	？	無
U+8746	蝆	G,H,T	？	無
U+8747	蝇	G,KP,K,T	jing4	無
U+8748	蝈	G	gwok3	無
U+8749	蝉	G,J,K	sim4,sin4	無
U+874A	蝊	G,T	？	無
U+874B	蝋	G,J,K	？	無
U+874C	蝌	G,H,J,KP,K,T	fo1	無
U+874D	蝍	G,H,J,KP,K,T	zik1	無
U+874E	蝎	G,H,J,KP,K,T,V	hit3,hot3	無
U+874F	蝏	G,H,KP,K,T	？	無
U+8750	蝐	G,H,KP,K,T	mou6,mui6	無
U+8751	蝑	G,H,J,KP,K,T	seoi1	無
U+8752	蝒	G,H,KP,K,T,V	？	無
U+8753	蝓	G,H,J,KP,K,T	jyu4	無
U+8754	蝔	G,H,KP,K,T	gaai1	無
U+8755	蝕	G,H,J,KP,K,T	sik6	無
U+8756	蝖	G,H,KP,T	？	無
U+8757	蝗	G,H,J,KP,K,T	wong4	無
U+8758	蝘	G,H,J,KP,K,T	jin2	無
U+8759	蝙	G,H,J,KP,K,T	bin1,bin2,pin1	無
U+875A	蝚	G,H,KP,K,T	？	無
U+875B	蝛	G,H,KP,K,T	wai1	無
U+875C	蝜	G,H,KP,K,T	fu6	無
U+875D	蝝	G,H,J,KP,K,T	jyun4	無
U+875E	蝞	G,H,KP,T	mei1	無
U+875F	蝟	G,H,J,KP,K,T	wai6	無
U+8760	蝠	G,H,J,KP,K,T	fuk1	無
U+8761	蝡	G,H,J,KP,K,T	jyu4	無
U+8762	蝢	G,H,T	？	無
U+8763	蝣	G,H,J,KP,K,T,V	jau4	無
U+8764	蝤	G,H,J,KP,K,T	cau4,jau4	無
U+8765	蝥	G,H,J,KP,K,T	maau4	無
U+8766	蝦	G,H,J,KP,K,T	haa1,haa4	無
U+8767	蝧	G,H,K,T	？	無
U+8768	蝨	G,H,J,KP,K,T	sat1	無
U+8769	蝩	G,H,KP,K,T,V	？	無
U+876A	蝪	G,H,J,KP,K,T	jik6	無
U+876B	蝫	G,H,T	？	無
U+876C	蝬	G,H,KP,T	？	無
U+876D	蝭	G,H,KP,K,T	？	無
U+876E	蝮	G,H,J,KP,K,T	fuk1	無
U+876F	蝯	G,H,J,KP,K,T	jyun4	無
U+8770	蝰	G,H,KP,K,T	fui1,kwai1	無
U+8771	蝱	G,H,J,KP,K,T	mong4	無
U+8772	蝲	G,J,KP,K,T	？	無
U+8773	蝳	G,H,KP,K,T,V	doi6	無
U+8774	蝴	G,H,J,KP,K,T,V	wu4	無
U+8775	蝵	G,H,K,T	？	無
U+8776	蝶	G,H,J,KP,K,T,V	dip6	無
U+8777	蝷	G,H,KP,T	？	無
U+8778	蝸	G,H,J,KP,K,T	wo1	無
U+8779	蝹	G,H,KP,K,T	？	無
U+877A	蝺	G,H,KP,K,T	？	無
U+877B	蝻	G,H,J,KP,K,T	naam4	無
U+877C	蝼	G,J,KP,T	lau4	無
U+877D	蝽	G,H,T	ceon1	無
U+877E	蝾	G	wing4	無
U+877F	蝿	G,J,K	？	無
U+8780	螀	G	zoeng1	無
U+8781	螁	G,H,T	？	無
U+8782	螂	G,H,J,KP,K,T	long4	無
U+8783	螃	G,H,J,KP,K,T	pong4	無
U+8784	螄	G,H,J,KP,K,T	si1	無
U+8785	螅	G,H,J,KP,K,T	sik1	無
U+8786	螆	G,H,J,KP,T	zi1	無
U+8787	螇	G,H,J,KP,K,T	hai4	無
U+8788	螈	G,H,J,KP,K,T	jyun4	無
U+8789	螉	G,H,J,KP,K,T,V	jung1	無
U+878A	螊	G,KP,T	？	無
U+878B	螋	G,H,J,KP,K,T	sau1,sau2,sau3	無
U+878C	螌	G,H,J,KP,K,T	baan1	無
U+878D	融	G,H,J,KP,K,T	jung4	無
U+878E	螎	G,T	jung4	無
U+878F	螏	G,H,KP,K,T	？	無
U+8790	螐	G,H,J,KP,K,T	？	無
U+8791	螑	G,H,KP,K,T	？	無
U+8792	螒	G,H,KP,K,T	hon6	無
U+8793	螓	G,H,J,KP,K,T,V	ceon4	無
U+8794	螔	G,H,KP,K,T	ji4	無
U+8795	螕	G,J,KP,K,T	？	無
U+8796	螖	G,H,KP,K,T	waat6	無
U+8797	螗	G,H,J,KP,K,T	tong4	無
U+8798	螘	G,H,J,KP,K,T	ngai5	無
U+8799	螙	G,J,KP,K,T	？	無
U+879A	螚	G,H,K,T	？	無
U+879B	螛	G,H,KP,K,T	？	無
U+879C	螜	G,H,KP,K,T	？	無
U+879D	螝	G,H,KP,K,T	？	無
U+879E	螞	G,H,J,KP,K,T	maa1,maa5,maa6	無
U+879F	螟	G,H,J,KP,K,T	ming4	無
U+87A0	螠	G,J,KP,K,T,V	？	無
U+87A1	螡	G,KP,T	？	無
U+87A2	螢	G,H,J,KP,K,T,V	jing4	無
U+87A3	螣	G,H,J,KP,K,T	dak6,tang4	無
U+87A4	螤	G,H,K,T	？	無
U+87A5	螥	G,H,T	cong1	無
U+87A6	螦	G,KP,K	？	無
U+87A7	螧	G,J	？	無
U+87A8	螨	G	？	無
U+87A9	螩	G,H,T	tiu4	無
U+87AA	螪	G,H,KP,K,T	？	無
U+87AB	螫	G,H,J,KP,K,T	cik1,sik1	無
U+87AC	螬	G,H,J,KP,K,T	cou4	無
U+87AD	螭	G,H,J,KP,K,T	ci1	無
U+87AE	螮	G,H,J,KP,K,T,V	dai3	無
U+87AF	螯	G,H,J,KP,K,T,V	ngou4	無
U+87B0	螰	G,H,KP,K,T	？	無
U+87B1	螱	G,H,J,KP,K,T	wai3	無
U+87B2	螲	G,H,KP,K,T	dit6,zat6	無
U+87B3	螳	G,H,J,KP,K,T	tong4	無
U+87B4	螴	G,H,KP,K,T	can4	無
U+87B5	螵	G,H,J,KP,K,T	piu1	無
U+87B6	螶	G,H,KP,K,T	？	無
U+87B7	螷	G,H,T	？	無
U+87B8	螸	G,H,KP,T	？	無
U+87B9	螹	G,H,KP,T	zim6	無
U+87BA	螺	G,H,J,KP,K,T,V	lo4	無
U+87BB	螻	G,H,J,KP,K,T,V	lau4	無
U+87BC	螼	G,H,KP,K,T	？	無
U+87BD	螽	G,H,J,KP,K,T	zung1	無
U+87BE	螾	G,H,J,KP,K,T	jan5	無
U+87BF	螿	G,H,J,KP,K,T	zoeng1	無
U+87C0	蟀	G,H,J,KP,K,T	seot1	無
U+87C1	蟁	G,H,J,KP,K,T	man1,man4	無
U+87C2	蟂	G,H,KP,K,T	？	無
U+87C3	蟃	G,H,KP,K,T	？	無
U+87C4	蟄	G,H,J,KP,K,T,V	zat6,zik6,zit3	無
U+87C5	蟅	G,H,KP,K,T	ze3	無
U+87C6	蟆	G,H,J,KP,K,T	maa4	無
U+87C7	蟇	G,J,KP,K,T	？	無
U+87C8	蟈	G,H,J,KP,K,T,V	gwok3	無
U+87C9	蟉	G,H,J,KP,K,T	lau4	無
U+87CA	蟊	G,H,J,KP,K,T	maau4	無
U+87CB	蟋	G,H,J,KP,K,T	sik1	無
U+87CC	蟌	G,H,KP,K,T	？	無
U+87CD	蟍	G,T	？	無
U+87CE	蟎	G,H,J,T	mun5	無
U+87CF	蟏	G	siu1	無
U+87D0	蟐	G,J	？	無
U+87D1	蟑	G,H,K,T	zoeng1	無
U+87D2	蟒	G,H,J,KP,K,T,V	mong5	無
U+87D3	蟓	G,H,KP,K,T	zoeng6	無
U+87D4	蟔	G,H,KP,K,T	mat6	無
U+87D5	蟕	G,J,KP,K,T	？	無
U+87D6	蟖	G,H,J,KP,K,T	si1	無
U+87D7	蟗	G,H,KP,T	？	無
U+87D8	蟘	G,H,KP,K,T	dat6	無
U+87D9	蟙	G,H,J,KP,K,T	zik1	無
U+87DA	蟚	G,H,J,KP,K,T	paang4	無
U+87DB	蟛	G,H,KP,K,T	paang4	無
U+87DC	蟜	G,H,J,KP,K,T	giu2	無
U+87DD	蟝	G,H,KP,K,T	keoi2,keoi4	無
U+87DE	蟞	G,H,KP,K,T	？	無
U+87DF	蟟	G,H,J,KP,K,T,V	liu4	無
U+87E0	蟠	G,H,J,KP,K,T	faan4,pun4	無
U+87E1	蟡	G,H,KP,T,V	？	無
U+87E2	蟢	G,H,J,KP,K,T	hei2	無
U+87E3	蟣	G,H,J,KP,K,T	gei2	無
U+87E4	蟤	G,H,J,KP,K,T	？	無
U+87E5	蟥	G,H,J,KP,K,T	wong4	無
U+87E6	蟦	G,H,J,KP,K,T	？	無
U+87E7	蟧	G,H,KP,K,T	lou4	無
U+87E8	蟨	G,H,KP,K,T	kyut3	無
U+87E9	蟩	G,KP,K,T	？	無
U+87EA	蟪	G,H,J,KP,K,T	wai6	無
U+87EB	蟫	G,H,J,KP,K,T	taam4	無
U+87EC	蟬	G,H,J,KP,K,T	sim4,sin4	無
U+87ED	蟭	G,H,J,KP,K,T	ziu1	無
U+87EE	蟮	G,H,KP,K,T	sin6	無
U+87EF	蟯	G,H,J,KP,K,T,V	jiu4,naau4	無
U+87F0	蟰	G,K,T	？	無
U+87F1	蟱	G,J,KP,K,T	？	無
U+87F2	蟲	G,H,J,KP,K,T,V	cung4	無
U+87F3	蟳	G,H,J,KP,K,T,V	？	無
U+87F4	蟴	G,H,KP,K,T	si1	無
U+87F5	蟵	G,H,J,T	cyu4	無
U+87F6	蟶	G,H,J,KP,K,T	cing1	無
U+87F7	蟷	G,H,J,KP,K,T,V	dong1	無
U+87F8	蟸	G,J,K,T	？	無
U+87F9	蟹	G,H,J,KP,K,T	haai5	無
U+87FA	蟺	G,H,J,KP,K,T	sin5,sin6	無
U+87FB	蟻	G,H,J,KP,K,T	ngai5	無
U+87FC	蟼	G,H,KP,K,T	ging2	無
U+87FD	蟽	G,T	？	無
U+87FE	蟾	G,H,J,KP,K,T	sim4	無
U+87FF	蟿	G,H,J,KP,K,T	kai3	無
U+8800	蠀	G,H,KP,K,T	？	無
U+8801	蠁	G,H,J,KP,K,T	hoeng2	無
U+8802	蠂	G,H,K,T	？	無
U+8803	蠃	G,H,J,KP,K,T	lo2,lo4	無
U+8804	蠄	G,H,T	kam4	無
U+8805	蠅	G,H,J,KP,K,T,V	jing4	無
U+8806	蠆	G,H,J,KP,K,T	caai3	無
U+8807	蠇	G,T	？	無
U+8808	蠈	G,H,KP,T	caak6	無
U+8809	蠉	G,H,J,KP,K,T	hyun1	無
U+880A	蠊	G,H,J,KP,K,T	lim4	無
U+880B	蠋	G,H,J,KP,K,T	zuk1	無
U+880C	蠌	G,H,KP,K,T	zaak6	無
U+880D	蠍	G,H,J,KP,K,T	hit3,kit3	無
U+880E	蠎	G,J,KP,T	？	無
U+880F	蠏	G,H,J,K,T,V	haai5	無
U+8810	蠐	G,H,J,KP,K,T,V	cai4	無
U+8811	蠑	G,H,J,KP,K,T	wing4	無
